"de_para";"valor"
"IOF - transa��o internacional";"banco"
"Arena F V Gu-ct Rme";"arena"
"Pag*padariacharmosa";"padaria"
"Pag*padariacharmosa";"padaria"
"Scribd Inc";"livro"
"Pag*pizzarianovomundo";"pizzaria"
"Arena F V Gu-ct Rme";"arena"
"Atacadao 060 As";"mercado"
"Abastec*abastece Ai";"gasolina"
"Amazon Prime Canais";"amazon"
"Pag*padariac-ct Osa";"padaria"
"Rbm Supermercado Ltda";"mercado"
"Drogaria Sao Paulo 194";"farmacia"
"Pag*padariac-ct Osa";"padaria"
"Rbm Supermercado Ltda";"mercado"
"Fdi Fernao Dias Drive";"comercio"
"Chefinhos Pastelaria";"alimentacao"
"Chefinhos Pastelaria";"alimentacao"
"Carrefour Sp-ct";"mercado"
"Bp Crf Tiete-ct";"comercio"
"Estancia Caipira Sp";"alimentacao"
"Netpark";"comercio"
"Netflix.com";"netflix"
"Atacadao 060 As";"mercado"
"Ame*americanascom 01/02";"americanas"
"Ame*americanascom 01/02";"americanas"
"Disney Plus";"app"
"Pag*dlyrioco-ct Coes";"comercio"
"Kalunga Tatu-ct";"kalunga"
"Produtos Globo";"globo"
"Supermercado Precito";"mercado"
"Dm          *spotify";"app"
"Axe Brasil";"comercio"
"Abastec*abastece Ai";"gasolina"
"Roasted Pota-ct  Suco";"comercio"
"Hip.bergamini Lj 2";"mercado"
"Bella Italia";"comercio"
"Rs Avila";"mercado"
"Frigomundo Comercio De";"frango"
"Mini Extra 5041 Pca N";"mercado"
"Posto Servconfianca";"gasolina"
"Rs Avila";"mercado"
"R9 Parque Nov     01/03";"escola_futebol"
"Ryma Mini Mercado E Pa";"comercio"
"Ponto Da Esfiha";"alimentacao"
"Hip.bergamini Lj 2";"mercado"
"Dl*google Cloud";"google"
"Rs Avila";"mercado"
"Lojas Americ-ct  101";"americanas"
"Center Carnes Universa";"alimentacao"
"Arena F V Gu-ct Rme";"arena"
"Pag*padariacharmosa";"padaria"
"Panetteria Delicias Do";"alimentacao"
"Amazonprimebr";"amazon"
"Hip.bergamini Lj 201/02";"mercado"
"SABESP      3082129325";"sabesp"
"ELECTRONRS AVILA";"mercado"
"ELECTRONREAL BRASIL";"futebol"
"ELECTRONSUPERMERCAD";"mercado"
"ELECTRONRS AVILA";"mercado"
"ELECTRONPADARIA DEL";"padaria"
"ELECTRONPAG*Rosilen";"feira-alho"
"ELECTRONPONTO DA ES";"alimentacao"
"ELECTRONPAG*OrielPe";"feira-frutas"
"ELECTRONBABANAS VIT";"feira-frutas"
"ELECTRONPG *TON FEI";"feira-legumes"
"ELECTRONPAG*CassioA";"feira-tapioca"
"ELECTRONPAG*Robinso";"comercio"
"ELECTRONPAG*CarlosD";"comercio"
"ELECTRONBANCA DA MI";"comercio"
"DA  CLARO MOVEL 46827963";"claro"
"DA  CLARO MOVEL 46827990";"claro"
"Max Fama Modeling  (12/12)";"moda"
"Zagaia Eco-r*zaga  (05/06)";"hotel"
"Mp *klmcentr-ct O  (04/04)";"comercio"
"Aluguel            (04/06)";"localiza"
"Bagaggio She-ct Agg(04/10)";"mala_viagem"
"Chute Inicial Corin(04/04)";"ecola_futebol"
"Crisval Agencia De (04/04)";"passeio_viagem"
"SABESP      3082129325";"sabesp"
"TAR PACOTE ITAU   JUL/23";"banco"
"IOF";"Taxa_banco"
"MOBILEPAG TIT BANCO 237";"boleto"
"ELECTRONMAGAZINE DO";"comercio"
"PIX TRANSF  LUCIANO04/08";"alimentacao"
"DA  CLARO MOVEL 46827963";"claro"
"DA  CLARO MOVEL 46827990";"claro"
"ELECTRONROSE FEIRAN";"feira-frutas"
"CXE     004499 SAQUE";"saque"
"CXE 002162 SAQUE 05/08";"saque"
"ELECTRONFRIGOMUNDO";"frango"
"ELECTRONHIP BERGAMI";"mercado"
"ELECTRONPADARIA DEL";"padaria"
"ELECTRONPAG*Padaria";"padaria"
"PIX TRANSF  Matheus06/08";"feijoada"
"ELECTRONBABANAS VIT";"feira-frutas"
"ELECTRONPAG*OrielPe";"feira-frutas"
"ELECTRONORIEL PEREI";"feira-frutas"
"ELECTRONPAG*CassioA";"feira-tapioca"
"ELECTRONPAG*Robinso";"comercio"
"PIX TRANSF  EDMILSO09/08";"churros"
"ELECTRONHIP BERGAMI";"mercado"
"ELECTRONHIP BERGAMI";"mercado"
"PIX TRANSF  erlonds09/08";"cabelereiro"
"PIX TRANSF  erlonds09/08";"cabelereiro"
"SEGURO CARTAO";"banco"
"ELECTRONSUPERMERCAD";"mercado"
"ELECTRONPANETTERIA";"alimentacao"
"PIX TRANSF  FGR COM11/08";"pix"
"DEB AUTOR UNICEF";"ajuda"
"ELECTRONATACADAO 06";"utensilios"
"ELECTRONATACADAO 06";"utensilios"
"ELECTRONATACADAO 06";"utensilios"
"PIX QRS ORION INSTI12/08";"roupa"
"ELECTRONPAG*SANDROC";"feira"
"INT ITAU VISA";"cartao"
"ELECTRONFRIGOMUNDO";"frango"
"ELECTRONVALDENICIO";"pessoa"
"ELECTRONRS AVILA";"mercado"
"ELECTRONPAG*Rosilen";"feira-alho"
"ELECTRONPAG*Antonie";"feira-pano"
"ELECTRONPAG*pasteld";"alimentacao"
"ELECTRONMARCELO NAO";"comercio"
"ELECTRONPAG*Robinso";"comercio"
"ELECTRONPAG*ALLANDI";"comercio"
"PIX TRANSF  IMW 3 R16/08";"igreja"
"PIX TRANSF  LUCIANO16/08";"alimentacao"
"PIX TRANSF  LUCIANO16/08";"alimentacao"
"DA  ELETROPAULO 11701161";"luz"
"ELECTRONPAG*GuelDoc";"comercio"
"ELECTRONPAG*Pizzari";"alimentacao"
"PIX TRANSF  LUCIANO18/08";"alimentacao"
"DA  NET SERVICOS 5680788";"net"
"PIX TRANSF  Matheus19/08";"feijoada"
"ELECTRONPAG*Rosilen";"feira-alho"
"ELECTRONPAG*Rosilen";"feira-alho"
"ELECTRONPAG*Rodrigo";"feira-ovos"
"ELECTRONPAG*VictorH";"alimentacao"
"ELECTRONPONTO DA ES";"alimentacao"
"ELECTRONROTISSERIE";"alimentacao"
"ELECTRONBABANAS VIT";"feira-frutas"
"ELECTRONPAG*JoseAdr";"feira-frutas"
"ELECTRONPAG*OrielPe";"feira-frutas"
"ELECTRONPAG*OrielPe";"feira-frutas"
"ELECTRONPG *TON FEI";"feira-legumes"
"ELECTRONPAG*Misslei";"feira-legumes"
"ELECTRONPAG*CassioA";"feira-tapioca"
"ELECTRONPAG*Robinso";"comercio"
"ELECTRONPERTO SA";"transporte"
"ELECTRON001";"comercio"
"PIX TRANSF  FGR COM22/08";"pix"
"ELECTRONSUPERMERCAD";"mercado"
"ELECTRON001";"comercio"
"DA  COMGAS 51448254";"gas"
"FINANC IMOBILIARIO   017";"financiamento"
"PIX TRANSF  EDMILSO24/08";"churros"
"ELECTRONRS AVILA";"mercado"
"ELECTRONFRIGOMUNDO";"frango"
"ELECTRONHIP BERGAMI";"mercado"
"ELECTRONRS AVILA";"mercado"
"ELECTRONPADARIA DEL";"padaria"
"ELECTRONPADARIA DEL";"padaria"
"ELECTRONDROGARIA SA";"farmacia"
"ELECTRONGALPAO GAUC";"alimentacao"
"ELECTRONPAG*Pizzari";"alimentacao"
"ELECTRONMAGAZINE DO";"comercio"
"ELECTRONPADARIA DEL";"padaria"
"MOBILEPAG TIT BANCO 237";"boleto"
"ELECTRON001";"comercio"
"ELECTRONRS AVILA";"mercado"
"ELECTRONRS AVILA";"mercado"
"ELECTRONRS AVILA";"mercado"
"PIX TRANSF  LUCIANO31/08";"alimentacao"
"INT  PAG TIT BANCO 237";"boleto"
"ELECTRONMINI EXTRA";"mercado"
"SEGURO CARTAO";"banco"
"CXE 000653 SAQUE 08/04";"saque"
"PIX TRANSF  LUCIANO11/04";"pessoa"
"ELECTRONARLINDO VAL";"pessoa"
"PIX TRANSF  ABILIO 12/04";"pessoa"
"PIX TRANSF  LUCIANO12/04";"pessoa"
"PIX TRANSF  EDMILSO12/04";"churros"
"PIX TRANSF  ROGERIO12/04";"pipoca"
"DEB AUTOR UNICEF";"ajuda"
"CXE     000406 SAQUE";"saque"
"doce";"alimentacao"
"PIX TRANSF  LUCIANO17/04";"pessoa"
"ELECTRONPAG*Robinso";"frango"
"ELECTRONCALDO MANAB";"alimentacao"
"ELECTRONANTONIO CHI";"pessoa"
"INT  PAG TIT BANCO 237";"boleto"
"INT ITAU VISA";"cartao"
"PIX QRS PORTOSEG SA17/04";"seguro"
"ELECTRONPAG*Padaria";"padaria"
"ELECTRONATACADAO 06";"utensilios"
"ELECTRONARENA F V G";"futebol"
"ELECTRONARENA F V G";"futebol"
"ELECTRONARENA F V G";"futebol"
"PIX TRANSF  Michele17/04";"pessoa"
"ELECTRONPAG*CassioA";"feira-tapioca"
"PIX TRANSF  EDMILSO18/04";"churros"
"DA  ELETROPAULO 11701161";"luz"
"PIX TRANSF  ROGERIO19/04";"pipoca"
"DA  NET SERVICOS 5680788";"net"
"APM - Creche Eloha";"creche"
"feira";"feira"
"oferta";"oferta"
"DA  COMGAS 51448254";"gas"
"FINANC IMOBILIARIO   013";"financiamento"
"ELECTRONPAG*Robinso";"frango"
"PIX TRANSF  Monica 21/04";"pessoa"
"PIX TRANSF  LUCIANO25/04";"pessoa"
"PIX TRANSF  JULIANE25/04";"pessoa"
"PIX TRANSF  REAL BR26/04";"futebol"
"PIX TRANSF  EDMILSO27/04";"churros"
"PIX TRANSF  ANDRE N27/04";"transferencia"
"PIX TRANSF  ANDRE N28/04";"transferencia"
"PIX TRANSF  ANDRE N30/11";"transferencia"
"PIX TRANSF  ROGERIO27/04";"pipoca"
"PIX TRANSF  Bruno C28/04";"pessoa"
"PIX TRANSF  TAMINIE28/04";"pessoa"
"estacionamento";"estacionamento"
"feira";"feira"
"ELECTRONPAG*Robinso";"frango"
"PIX TRANSF  EDMILSO02/05";"churros"
"SABESP      3082129325";"sabesp"
"feira";"feira"
"TAR PACOTE ITAU   ABR/23";"banco"
"IOF";"Taxa_banco"
"PIX TRANSF  IMW 3 R04/05";"igreja"
"PIX TRANSF  IMW 3 R04/05";"igreja"
"JUROS LIMITE DA CONTA";"juros"
"DA  CLARO MOVEL 46827963";"claro"
"DA  CLARO MOVEL 46827990";"claro"
"ELECTRONPAG*Rodrigo";"feira"
"ELECTRONBANANAS CLI";"alimentacao"
"ELECTRONPAG*OrielPe";"feira-frutas"
"PIX TRANSF  EDMILSO08/05";"churros"
"ELECTRONCALDO MANAB";"alimentacao"
"ELECTRONVALDENICIO";"pessoa"
"ELECTRONANTONIO CHI";"pessoa"
"PIX TRANSF  erlonds09/05";"cabeleireiro"
"PIX TRANSF  LUCIANO09/05";"futebol"
"PIX TRANSF  ROGERIO09/05";"pipoca"
"INT  PAG TIT BANCO 237";"boleto"
"SEGURO CARTAO";"banco"
"PIX TRANSF  IMW 3 R11/05";"igreja"
"PIX TRANSF  IMW 3 R11/05";"igreja"
"PIX TRANSF  LUCIANO12/05";"alimentacao"
"DEB AUTOR UNICEF";"ajuda"
"PIX TRANSF  LUCIANO13/05";"alimentacao"
"ELECTRONPAG*Rodrigo";"feira"
"ELECTRONPAG*LUCASVI";"feira-frutas"
"ELECTRONPAG*Robinso";"feira"
"PIX TRANSF  REAL BR15/05";"futebol"
"ELECTRONBABANAS VIT";"feira-frutas"
"ELECTRONMP*MANOEL";"pessoa"
"ELECTRONCLEVENICE F";"consumo"
"ELECTRONPAG*CassioA";"feira-tapioca"
"ELECTRONPAG*Misslei";"feira"
"DA  ELETROPAULO 11701161";"luz"
"PIX QRS LOJA ELECTR17/05";"pix comercio"
"INT ITAU VISA";"cartao"
"PIX TRANSF  EDMILSO18/05";"churros"
"INT  PAG TIT BANCO 237";"boleto"
"PIX QRS PORTOSEG SA18/05";"portoseguro"
"SAQUE 24H 821097573";"saque"
"ELECTRONPAG*Robinso";"feira"
"ELECTRONARENA NOVO";"quadra"
"ELECTRONPAG*Rosilen";"pessoa"
"ELECTRONCARREFOUR B";"mercado"
"DA  NET SERVICOS 5680788";"net"
"ELECTRONPAG*CassioA";"feira-tapioca"
"PIX TRANSF  IMW 3 R20/05";"igreja"
"ELECTRONPAG*LuizaDe";"pessoa"
"ELECTRONORIEL PEREI";"feira"
"ELECTRONPG *TON FEI";"feira"
"ELECTRONTHIEMI HORT";"feira-ovos"
"ELECTRONPAG*OrielPe";"feira-frutas"
"ELECTRONARENA NOVO";"quadra"
"DA  COMGAS 51448254";"gas"
"ELECTRONREAL BRASIL";"futebol"
"INT SIMPLES NACIONA 0708";"boleto"
"FINANC IMOBILIARIO   014";"financiamento"
"PIX QRS SHPP B I P 24/05";"pix web"
"PIX QRS Pizzaria No26/05";"alimentacao"
"ELECTRONS L BENFICA";"alimentacao"
"ELECTRONPAG*Rodrigo";"feira"
"PIX TRANSF  ALINE B29/05";"pessoa"
"ELECTRONORIEL PEREI";"feira"
"ELECTRONPG *TON FEI";"feira"
"ELECTRONBABANAS VIT";"feira-frutas"
"ELECTRONPAG*CassioA";"feira-tapioca"
"CXE 000836 SAQUE 27/05";"saque"
"SABESP      3082129325";"sabesp"
"TAR PACOTE ITAU   MAI/23";"banco"
"PIX TRANSF  Mayara 02/06";"pipoca"
"IOF";"Taxa_banco"
"PIX TRANSF  erlonds02/06";"cabeleireiro"
"ELECTRONPAG*OrielPe";"feira-frutas"
"PIX TRANSF  ROGERIO05/06";"pipoca"
"PIX TRANSF  JULIANE03/06";"pessoa"
"ELECTRONORIEL PEREI";"feira"
"DA  CLARO MOVEL 46827963";"claro"
"DA  CLARO MOVEL 46827990";"claro"
"ELECTRONPAG*Robinso";"feira"
"PIX TRANSF  IMW 3 R04/06";"igreja"
"ELECTRONPAG*Misslei";"feira"
"ELECTRONPAG*LuizaDe";"pessoa"
"PIX TRANSF  Cristia04/06";"pessoa"
"PIX TRANSF  PIZZARI03/06";"alimentacao"
"ELECTRONPAG*OrielPe";"feira-frutas"
"ELECTRONPAG*Rodrigo";"feira"
"ELECTRONPAG*Rosilen";"pessoa"
"ELECTRONRENATO GOME";"pessoa"
"JUROS LIMITE DA CONTA";"juros"
"ELECTRONPAG*Doceria";"consumo"
"PIX TRANSF  LUCIANO08/06";"futebol"
"INT  PAG TIT BANCO 237";"boleto"
"PIX TRANSF  EDMILSO12/06";"churros"
"ELECTRONPG *TON FEI";"feira"
"ELECTRONPAG*Rosilen";"pessoa"
"PIX QRS ARENA FUTEB10/06";"futebol"
"PIX QRS Shopee12/06";"shopee"
"DEB AUTOR UNICEF";"ajuda"
"ELECTRONBABANAS VIT";"feira-frutas"
"ELECTRONMP*ALEXFRUT";"feira"
"PIX TRANSF  JADIEL 10/06";"pessoa"
"ELECTRONPAG*Robinso";"feira"
"ELECTRONATACADAO 06";"utensilios"
"ELECTRONORIEL PEREI";"feira"
"ELECTRONPAG*Rodrigo";"feira"
"ELECTRONPAG*CarlosD";"pessoa"
"ELECTRONATACADAO 06";"utensilios"
"ELECTRONPAG*CassioA";"feira-tapioca"
"SEGURO CARTAO";"banco"
"PIX TRANSF  REAL BR13/06";"futebol"
"SAQUE 24H 116870093";"saque"
"PIX TRANSF  LUCIANO14/06";"alimentacao"
"INT ITAU VISA";"cartao"
"PIX TRANSF  IMW 3 R16/06";"igreja"
"PIX TRANSF  IMW 3 R16/06";"igreja"
"INT  PAG TIT BANCO 237";"boleto"
"DA  ELETROPAULO 11701161";"luz"
"ELECTRONPAG*Marinal";"pessoa"
"ELECTRONPAG*Rosilen";"pessoa"
"ELECTRONSUPERMERCAD";"mercado"
"ELECTRONJOSE RUBIVA";"pessoa"
"ELECTRONPAG*Robinso";"feira"
"ELECTRONPG *TON FEI";"feira"
"ELECTRONPAG*LuizaDe";"pessoa"
"ELECTRONSUPERMERCAD";"mercado"
"ELECTRONPG *TON FEI";"feira"
"ELECTRONDJM BAZAR L";"comercio"
"ELECTRONPAG*OrielPe";"feira-frutas"
"ELECTRONPAG*CassioA";"feira-tapioca"
"DA  NET SERVICOS 5680788";"net"
"PIX QRS SHPP B I P 20/06";"pix web"
"PIX TRANSF  ROGERIO21/06";"pipoca"
"FINANC IMOBILIARIO   015";"financiamento"
"ELECTRONMAIK GUSHI";"pessoa"
"DA  COMGAS 51448254";"gas"
"ELECTRONPAG*OrielPe";"feira-frutas"
"ELECTRONPAG*Rodrigo";"feira"
"PIX TRANSF  IMW 3 R25/06";"igreja"
"ELECTRONHIP BERGAMI";"mercado"
"PIX TRANSF  IMW 3 R25/06";"igreja"
"ELECTRONPAG*Robinso";"feira"
"PIX TRANSF  Matheus24/06";"alimentacao"
"ELECTRONGEORGE S TO";"pessoa"
"ELECTRONPAG*Rosilen";"pessoa"
"ELECTRONBABANAS VIT";"feira-frutas"
"ELECTRONPAG*OrielPe";"feira-frutas"
"PIX TRANSF  LUCIANO24/06";"futebol"
"PIX QRS PORTOSEG SA27/06";"portoseguro"
"PIX TRANSF  erlonds27/06";"cabeleireiro"
"PIX TRANSF  LUCIANO27/06";"alimentacao"
"PIX TRANSF  EDMILSO28/06";"churros"
"PIX TRANSF  Matheus01/07";"alimentacao"
"PIX TRANSF  IMW 3 R01/07";"igreja"
"ELECTRONMATRIZ";"lazer"
"ELECTRONBOX CAR";"comercio"
"ELECTRONGABRIELA PO";"pessoa"
"SABESP      3082129325";"sabesp"
"PIX TRANSF  NIRLEY 02/07";"futebol"
"IOF";"Taxa_banco"
"TAR PACOTE ITAU   JUN/23";"banco"
"INT IPVA-SP HOH-6396";"multa"
"DA  CLARO MOVEL 46827990";"claro"
"DA  CLARO MOVEL 46827963";"claro"
"JUROS LIMITE DA CONTA";"juros"
"PIX QRS Drogaria Sa06/07";"farmacia"
"PIX TRANSF  Crisval06/07";"viagem"
"PIX TRANSF  IMW 3 R07/07";"igreja"
"ELECTRON001";"mercado"
"ELECTRONJULIO BUONO";"comercio"
"ELECTRONLUIZ ANTONI";"alimentacao"
"PIX TRANSF  LUCIANO07/07";"futebol"
"PIX TRANSF  REAL BR07/07";"futebol"
"ELECTRONLANCHONETE";"alimentacao"
"MOBILEPAG TIT BANCO 237";"boleto"
"ELECTRONORIEL PEREI";"feira"
"PIX TRANSF  Matheus08/07";"alimentacao"
"ELECTRONPAG*WmgEsta";"pessoa"
"ELECTRONOGGI SORVET";"alimentacao"
"ELECTRONPAG*Rodrigo";"feira"
"SEGURO CARTAO";"banco"
"ELECTRONPAG*SANDROC";"feira"
"ELECTRONBABANAS VIT";"feira-frutas"
"ELECTRONPG *TON FEI";"feira"
"ELECTRONPAG*Arqueni";"pessoa"
"ELECTRONPAG*Antonio";"pessoa"
"ELECTRONPAG*Claudio";"feira"
"ELECTRONOXXO NOVO M";"mercado"
"ELECTRONPAG*CassioA";"feira-tapioca"
"ELECTRONPAG*Robinso";"feira"
"ELECTRONLANCHONETE";"alimentacao"
"ELECTRONPANETTERIA";"alimentacao"
"ELECTRONPLAYSIZE";"roupa"
"ELECTRONMISSLEINE M";"feira"
"ELECTRONROTISSERIE";"alimentacao"
"INT ITAU VISA";"cartao"
"ELECTRONPADARIA DEL";"padaria"
"ELECTRONOXXO NOVO M";"mercado"
"PIX TRANSF  CLAUDIO08/07";"viagem"
"ELECTRONRS AVILA";"mercado"
"PIX TRANSF  Paola O11/07";"pessoa"
"DEB AUTOR UNICEF";"ajuda"
"PIX QRS AMERICANAS 12/07";"americanas"
"ELECTRONINTERNACION";"shopping"
"ELECTRONPERNAMBUCAN";"pernambucanas"
"ELECTRONNEO GEO FAM";"lazer"
"ELECTRONGUARULHOS S";"consumo"
"ELECTRONRS AVILA";"mercado"
"ELECTRONSILVIO NAKA";"pessoa"
"ELECTRONBANANA SPLI";"alimentacao"
"ELECTRONHOSP H9J VA";"alimentacao"
"ELECTRONLUIZ ANTONI";"alimentacao"
"ELECTRONSALGADO E A";"alimentacao"
"ELECTRONMAY BUSTANI";"comercio"
"PIX TRANSF  LUCIANO13/07";"alimentacao"
"PIX QRS PAGSMILE14/07";"investimento"
"ELECTRONHOSP H9J VA";"alimentacao"
"ELECTRONRS AVILA";"mercado"
"ELECTRONREI DO OLEO";"carro"
"ELECTRONRS AVILA";"mercado"
"ELECTRONMAY BUSTANI";"comercio"
"ELECTRONMAY BUSTANI";"comercio"
"ELECTRONCHURRASCARI";"alimentacao"
"ELECTRONTALISMA CAS";"comercio"
"ELECTRONROZILAINE S";"feira"
"ELECTRONMCB COMERCI";"comercio"
"ELECTRONLEO COSMETI";"comercio"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONLEO COSMETI";"comercio"
"ELECTRONADM ABASTEC";"consumo"
"PIX QRS AMERICANAS 15/07";"americanas"
"ELECTRONRAIA 47";"farmacia"
"ELECTRONHOTEL ITAVE";"viagem_hotel"
"ELECTRONRODO STOP";"comercio"
"ELECTRONCOMITIVA GR";"viagem"
"PIX QRS ORION INSTI18/07";"roupa"
"ELECTRONSUPERMERCAD";"mercado"
"DA  ELETROPAULO 11701161";"luz"
"ELECTRONCRISVAL AGE";"viagem"
"ELECTRONIVANE VANZE";"comercio"
"DA  NET SERVICOS 5680788";"net"
"ELECTRONBOCA DA ONC";"viagem"
"ELECTRONZAGAIA ECO-";"viagem_hotel"
"ELECTRONS S P";"comercio"
"FINANC IMOBILIARIO   016";"financiamento"
"PIX QRS B2W COMPANH22/07";"americanas"
"ELECTRONSANTANA DRI";"comercio"
"PIX TRANSF  JULIANE22/07";"pessoa"
"PIX TRANSF  Matheus22/07";"alimentacao"
"DA  COMGAS 51448254";"gas"
"ELECTRONPAG*Robinso";"feira"
"PIX TRANSF  ANDRE N23/07";"investimento"
"PIX QRS PORTOSEG SA23/07";"portoseguro"
"PIX QRS PAGSMILE24/07";"investimento"
"ELECTRONPAG*LUCASVI";"feira-frutas"
"PIX QRS B2W COMPANH25/07";"americanas"
"ELECTRONCOMERCIAL N";"comercio"
"ELECTRONNIELLY NATH";"pessoa"
"ELECTRONPAG*Alexand";"pessoa"
"ELECTRONPAG*Robinso";"feira"
"ELECTRONVALDENICIO";"pessoa"
"ELECTRONPAG*Rodrigo";"feira"
"ELECTRONPAG*Rosilen";"pessoa"
"ELECTRONPAG*OrielPe";"feira-frutas"
"PIX TRANSF  Matheus29/07";"alimentacao"
"ELECTRONORIEL PEREI";"feira"
"ELECTRONPAG*CassioA";"feira-tapioca"
"ELECTRONPAG*Misslei";"feira"
"ELECTRONPAG*LuizaDe";"pessoa"
"ELECTRONPG *TON FEI";"feira"
"ELECTRONFRUTAS SERG";"feira-frutas"
"ELECTRONPAG*Antonie";"pessoa"
"ELECTRONDROGARIA SA";"farmacia"
"ELECTRONMINI EXTRA";"mercado"
"SABESP      3082129325";"sabesp"
"IOF";"Taxa_banco"
"TAR PACOTE ITAU   DEZ/22";"banco"
"INT  PAG TIT BANCO 001";"boleto"
"DA  CLARO MOVEL 46827963";"claro"
"DA  CLARO MOVEL 46827990";"claro"
"JUROS LIMITE DA CONTA";"juros"
"ELECTRONMINI EXTRA";"mercado"
"ELECTRONPAG*Robinso";"feira"
"ELECTRONBANANAS ANA";"feira-banana"
"ELECTRONPAG*Rosilen";"pessoa"
"INT  PAG TIT BANCO 237";"boleto"
"ELECTRONORIEL PEREI";"feira"
"ELECTRONPAG*OrielPe";"feira-frutas"
"ELECTRONPAG*Antonia";"pessoa"
"ELECTRONCANAA LANCH";"alimentacao"
"ELECTRONARLINDO VAL";"pessoa"
"SAQUE 24H 741367725";"saque"
"SEGURO CARTAO";"banco"
"INT PAG TIT 109006482085";"boleto"
"PIX TRANSF  REAL BR13/01";"pix"
"PIX QRS ARENA FUTEB13/01";"pix"
"DEB AUTOR UNICEF";"ajuda"
"ELECTRONPAG*OrielPe";"feira-frutas"
"ELECTRONPAG*Robinso";"feira"
"PIX TRANSF  IMW 3 R16/01";"oferta"
"ELECTRONPAG*pasteld";"alimentacao"
"ELECTRONPG *TON BAR";"comercio"
"ELECTRONMARCELO NAO";"pessoa"
"ELECTRONPAG*Rosilen";"pessoa"
"INT  PAG TIT BANCO 237";"boleto"
"ELECTRONPAG*CassioA";"feira-tapioca"
"PIX TRANSF  IMW 3 R15/01";"oferta"
"ELECTRONTHIEMI HORT";"feira-ovos"
"ELECTRONPAG*OrielPe";"feira-frutas"
"DA  ELETROPAULO 11701161";"luz"
"INT ITAU VISA";"cartao"
"DA  NET SERVICOS 5680788";"net"
"ELECTRONPAG*Robinso";"feira"
"ELECTRONOGGI SORVET";"alimentacao"
"ELECTRONPAG*Marinal";"pessoa"
"ELECTRONJOSE ADRIAN";"pessoa"
"FINANC IMOBILIARIO   010";"financiamento"
"ELECTRONMERCADOPAGO";"mercado"
"ELECTRONPAG*OrielPe";"feira-frutas"
"ELECTRONPAG*CassioA";"feira-tapioca"
"ELECTRONARENA F V G";"futebol"
"ELECTRONBANANAS ANA";"feira"
"ELECTRONPAG*Rosilen";"pessoa"
"DA  COMGAS 51448254";"gas"
"SAQUE 24H 16975633";"saque"
"ELECTRONVALDENICIO";"pessoa"
"ELECTRONARENA F V G";"futebol"
"ELECTRONPAG*Marinal";"pessoa"
"PIX QRS Mc Donalds 23/01";"alimentacao"
"PIX TRANSF  NIRLEY 26/01";"pessoa"
"MOBILEPAG TIT BANCO 001";"boleto"
"ELECTRONPAG*Robinso";"feira"
"ELECTRONPAG*CassioA";"feira-tapioca"
"ELECTRONPAG*Rosilen";"pessoa"
"ELECTRONPAG*JMFRUTA";"feira"
"ELECTRONBANANAS CLI";"alimentacao"
"CXE 000372 SAQUE 28/01";"saque"
"ELECTRONFRIGOMUNDO";"frango"
"PIX TRANSF  IMW 3 R01/02";"igreja"
"SABESP      3082129325";"sabesp"
"PIX TRANSF  LUCIANO02/02";"alimentacao"
"ELECTRONPANETTERIA";"alimentacao"
"IOF";"Taxa_banco"
"TAR PACOTE ITAU   JAN/23";"banco"
"ELECTRONPAG*Mundome";"consumo"
"ELECTRONPONTO DA ES";"alimentacao"
"ELECTRONGALPAO GAUC";"alimentacao"
"ELECTRONOGGI SORVET";"alimentacao"
"CXE 000232 SAQUE 04/02";"saque"
"DA  CLARO MOVEL 46827990";"claro"
"PIX TRANSF  LUCIANO04/02";"futebol"
"JUROS LIMITE DA CONTA";"juros"
"DA  CLARO MOVEL 46827963";"claro"
"PIX QRS CASA LOTERI06/02";"transporte"
"PIX TRANSF  POUPETR06/02";"pix"
"INT  PAG TIT BANCO 237";"boleto"
"PIX TRANSF  REAL BR07/02";"futebol"
"ELECTRONFDI FERNAO";"comercio"
"ELECTRONPAG*Edmilso";"pessoa"
"SEGURO CARTAO";"banco"
"ELECTRONPAG*Padaria";"padaria"
"ELECTRONPERTO SA";"transporte"
"INT PAG TIT 109006507485";"boleto"
"DEB AUTOR UNICEF";"ajuda"
"PIX TRANSF  IMW 3 R12/02";"igreja"
"INT PAG TIT 109006507493";"boleto"
"PIX TRANSF  EDMILSO15/02";"churros"
"DA  ELETROPAULO 11701161";"luz"
"PIX TRANSF  IMW 3 R16/02";"igreja"
"ELECTRONPAG*CassioA";"feira-tapioca"
"DA  COMGAS 51448254";"gas"
"DA  NET SERVICOS 5680788";"net"
"ELECTRONBABANAS VIT";"feira-frutas"
"ELECTRONPAG*LUCASVI";"feira-frutas"
"ELECTRONPAG*CarlosD";"pessoa"
"ELECTRONPAG*JoseAdr";"feira-frutas"
"ELECTRONORIEL PEREI";"feira"
"ELECTRONPAG*Rodrigo";"feira"
"ELECTRONFRUTAS SUPR";"feira"
"ELECTRONPAG*NiwsonY";"pessoa"
"PIX TRANSF  IGREJA 22/02";"igreja"
"INT ITAU VISA";"cartao"
"ELECTRONPG *TON FEI";"feira"
"ELECTRONPAG*AndreBr";"feira"
"ELECTRONPAG*pasteld";"alimentacao"
"ELECTRONPAG*Robinso";"feira"
"PIX TRANSF  IMW 3 R21/02";"igreja"
