"de_para";"valor"
"Trimais Ii  -ct   01/02";"mercado"
"Netflix.com";"netflix"
"Microsoft*microsoft 365";"ondrive"
"Arizona Paes E Doces";"padaria"
"Rizona Paes E Doces";"padaria"
"Parc=112dieta E Sa11/12";"parcela"
"Parc=112dieta E Sa12/12";"parcela"
"Pousada Recanto Da01/02";"passeio"
"Pousada Recanto Da02/02";"passeio"
"Parc=103thermas Dos Lar";"passeio"
"Parc=103thermas Do01/03";"passeio"
"Parc=103thermas Do02/03";"passeio"
"Ebanx*spotify";"spotify"
"Academia Corpo E M03/06";"academia"
"Ph5 Fitness -ct Ar03/03";"academia"
"Academia Corpo E M04/06";"academia"
"Academia Corpo E Mente";"academia"
"Academia Corpo E M01/06";"academia"
"Ph5 Fitness -ct Ar01/03";"academia"
"Academia Corpo E M02/06";"academia"
"Ph5 Fitness -ct Ar02/03";"academia"
"Ph5 Fitness -ct Areira";"academia"
"Promofarma        01/02";"farmacia"
"Promofarma        02/02";"farmacia"
"Pag*campeaofarma";"farmacia"
"Romofarma";"farmacia"
"Drogaria Manoel Gaya";"farmacia"
"Rogaria Promofarma";"farmacia"
"Olibone Pneus     02/05";"carro"
"Olibone Pneus     03/05";"carro"
"Olibone Pneus     01/05";"carro"
"Centro Automotivo Agua";"carro"
"Pag*opescadorbarerest";"alimentacao"
"Ifd*ifood";"alimentacao"
"Padoca Paes E Tentacoe";"alimentacao"
"Celeiro Da Fazenda";"alimentacao"
"Rp1 Restaurante";"alimentacao"
"Mc Donalds  Zak";"alimentacao"
"Bom Filet";"alimentacao"
"Ragazzo Caetano Alvare";"alimentacao"
"Mc Donalds  Ama";"alimentacao"
"America Center Norte";"alimentacao"
"Localiza Rac Agmtr0";"aluguel_carro"
"Localiza Rac Actbf0";"aluguel_carro"
"Localiza Rac Actbf05/05";"aluguel_carro"
"Localiza Rac Actbf01/05";"aluguel_carro"
"Localiza Rac Actbf02/05";"aluguel_carro"
"Localiza Rac Actbf03/05";"aluguel_carro"
"Localiza Rac Actbf04/05";"aluguel_carro"
"Estapar Shop Center No";"estacionamento"
"Parcelamen Fatura 01/04";"cartao_parcelado"
"Parcelamen Fatura 05/05";"cartao_parcelado"
"Parcelamen Fatura 02/04";"cartao_parcelado"
"Parcelamen Fatura 03/04";"cartao_parcelado"
"Parcelamen Fatura 04/04";"cartao_parcelado"
"Academia Corpo E M01/06";"academia"
"Academia Corpo E M02/06";"academia"
"Academia Corpo E M03/06";"academia"
"Academia Corpo E M04/06";"academia"
"Academia Corpo E Mente";"academia"
"Sua Academia";"academia"
"Ph5 Fitness -ct Are(03/03)";"academia"
"Ph5 Fitness -ct Are(02/03)";"academia"
"Ph5 Fitness -ct Are(03/03)";"academia"
"Sua Academia";"academia"
"Ph5 Fitness -ct Ar01/03";"academia"
"Ph5 Fitness -ct Are(03/03)";"academia"
"Sua Academia";"academia"
"Sua Academia";"academia"
"America Center Norte";"alimentacao"
"Bom Filet";"alimentacao"
"Celeiro Da Fazenda";"alimentacao"
"Ifd*ifood";"alimentacao"
"Ifood       *ifood";"alimentacao"
"Mc Donalds  Ama";"alimentacao"
"Mc Donalds  Zak";"alimentacao"
"Meu Chapa Bar & Grill";"alimentacao"
"Pag*opescadorbarerest";"alimentacao"
"Ragazzo Caetano Alvare";"alimentacao"
"Rp1 Restaurante";"alimentacao"
"Cf Restaurante";"alimentacao"
"Ifood       *ifood";"alimentacao"
"Padoca Paes E Tentacoe";"alimentacao"
"Estancia Da Picanha";"alimentacao"
"Churrascaria-ct Bosque";"alimentacao"
"Padoca Paes E Tentacoe";"alimentacao"
"Localiza Rac Actbf0(04/05)";"aluguel_carro"
"Localiza Rac Actbf0(03/05)";"aluguel_carro"
"Localiza Rac Actbf0(04/05)";"aluguel_carro"
"Localiza Rac Actbf0";"aluguel_carro"
"Localiza Rac Actbf02/05";"aluguel_carro"
"Localiza Rac Actbf0(04/05)";"aluguel_carro"
"Localiza Rac Actbf01/05";"aluguel_carro"
"Localiza Rac Agmtr0";"aluguel_carro"
"Amazonprimebr";"amazon"
"Amazonprimebr";"amazon"
"Amazonprimebr";"amazon"
"Ame Digital";"ame"
"Ame Digital";"ame"
"iof";"Taxa_banco"
"Aai         *aai*";"carro"
"Aai         *ipiranga";"carro"
"Auto Posto Amalfi Ltda";"carro"
"Auto Posto Lutaif";"carro"
"Auto Posto Tremembe";"carro"
"Posto Amma";"carro"
"Posto Florida";"carro"
"Uto Posto Edu        S";"carro"
"Pag*supertrocadeole(03/03)";"carro"
"Pag*supertrocadeol02/03";"carro"
"Posto De Serv Dieselma";"carro"
"Posto Florida";"carro"
"Posto Florida";"carro"
"Posto Florida";"carro"
"Rodoposto Rubi Ltda";"carro"
"Shell";"carro"
"Rede J Amaral Auto Pos";"carro"
"Pag*supertrocadeol01/03";"carro"
"Posto Florida";"carro"
"Aai    *aai*ipiranga";"carro"
"Posto Florida";"carro"
"Posto Florida";"carro"
"Rodoposto Rubi Ltda";"carro"
"Shell";"carro"
"Acom Mkt Place";"americanaas"
"Acom Mkt Place    01/02";"americanaas"
"Acom Mkt Place    01/03";"americanaas"
"Acom Mkt Place    02/02";"americanaas"
"Acom Mkt Place    02/03";"americanaas"
"Acom Mkt Place    03/03";"americanaas"
"Americanas Com";"americanaas"
"Americanas Marketp01/02";"americanaas"
"Antonio Sergio Lib01/02";"compras"
"Antonio Sergio Lib02/02";"compras"
"Armarinhos Fernand01/03";"armarinho"
"Armarinhos Fernand02/02";"armarinho"
"Armarinhos Fernand02/03";"armarinho"
"Armarinhos Fernand03/03";"armarinho"
"Av Zachi Narchi";"compras"
"Banca Do Pacheco";"compras"
"Bazar Hirata";"compras"
"Bd";"compras"
"Brooksfield-bfcn-f01/03";"roupa"
"Brooksfield-bfcn-f02/03";"roupa"
"Brooksfield-bfcn-f03/03";"roupa"
"Brooksfield-bfcn-fl.10";"roupa"
"Camila E Carina Presen";"compras"
"Caps Edgar Faco";"compras"
"Cea Scn 160";"cea"
"Cea Scn 160       01/03";"cea"
"Cea Scn 160       02/03";"cea"
"Cea Scn 160       03/03";"cea"
"Confeccoes Caedu";"compras"
"Diego Gabriel Martins";"compras"
"Du Morbaii";"compras"
"Emporio Auriun";"compras"
"Emporio Zucchini";"compras"
"Fernanda Goncalves Sil";"compras"
"Fhf Informatica Eireli";"compras"
"Kaius Calcados Ltda""";"compras"
"Levi Da Silva Me";"compras"
"Lojao Da Vila";"utensilios"
"Lojao Do Bras";"utensilios"
"Lojao Do Bras     01/04";"utensilios"
"Lojao Do Bras     02/04";"utensilios"
"Lojao Do Bras     03/04";"utensilios"
"Lojas Americanas 0836";"americanaas"
"Lojas Americanas 0915";"americanaas"
"Lojas Renner Fl 49";"roupa"
"Lojas Renner Fl 4901/03";"roupa"
"Lojas Renner Fl 4902/03";"roupa"
"Lojas Renner Fl 4903/03";"roupa"
"Loucademia De Cerveja";"compras"
"M G M E Magalhaes Ltda";"compras"
"Magic Games Empreendim";"compras"
"Osto De Servicos Flors";"carro"
"Pag*phoenix";"compras"
"Pag*wklbombo-ct E";"compras"
"Parc=102americanas01/02";"americanaas"
"Parc=102americanas02/02";"americanaas"
"Parc=102submarino.01/02";"submarino"
"Parc=102submarino.02/02";"submarino"
"Parc=103kalunga.co01/03";"kalunga"
"Parc=103kalunga.co02/03";"kalunga"
"Parc=103kalunga.com";"kalunga"
"Parc=104americanas.com";"americanaas"
"Parc=104americanas02/04";"americanaas"
"Parc=104americanas03/04";"americanaas"
"Parc=104americanas04/04";"americanaas"
"Ph5 Fitness -ct Ar01/03";"academia"
"Ph5 Fitness -ct Ar02/03";"academia"
"Ph5 Fitness -ct Ar03/03";"academia"
"Ph5 Fitness -ct Areira";"academia"
"Prego C Norte 140 01/02";"compras"
"Prego C Norte 140 02/02";"compras"
"Produtos Globo";"globo"
"Rossio";"compras"
"Rufplast";"compras"
"Submarino Mktplace";"submarino"
"Submarino Mktplace01/02";"submarino"
"Submarino Mktplace01/03";"submarino"
"Submarino Mktplace02/02";"submarino"
"Submarino Mktplace02/03";"submarino"
"Submarino Mktplace03/03";"submarino"
"Sumup*michelle Perf";"compras"
"Torra Torra       01/03";"roupa"
"Trattoria Do Guappo";"compras"
"Pag*pgsalcultural  (03/04)";"compras"
"Americanas  *amer  (03/03)";"americanaas"
"Americanas  *amer  (02/03)";"americanaas"
"Pag*pgsalcultural  (02/04)";"compras"
"Pag*pgsalcultural  (03/04)";"compras"
"Americanas  *amer  (03/03)";"americanaas"
"Pag*pgsalcultural 01/04";"compras"
"Isabel Brito";"compras"
"Lozano Zizza";"compras"
"Americanas  *amer 01/03";"americanaas"
"Pag*pgsalcultural  (03/04)";"compras"
"Americanas  *amer  (03/03)";"americanaas"
"Magalu*listasmagal02/02";"compras"
"Pag*julianacristina";"compras"
"Leandro Santos 3435675";"compras"
"Mp *rm";"compras"
"Pag*wagnerca-ct Odos";"compras"
"Magalu*listasmagal02/02";"compras"
"Pag*julianacristina";"compras"
"Estancia Da Picanha";"alimentacao"
"Churrascaria-ct Bosque";"alimentacao"
"Rede J Amaral Auto Pos";"compras"
"Localiza Rac Actbf01/05";"localiza"
"Pag*supertrocadeol01/03";"carro"
"Leandro Santos 3435675";"compras"
"Mp *rm";"compras"
"Aai    *aai*ipiranga";"carro"
"Pag*wagnerca-ct Odos";"compras"
"Pag*campeaofarma";"compras"
"Dl     *google Cloud_0";"google"
"Localiza Rac Agmtr0";"localiza"
"Parc=112dieta E Sa11/12";"compras"
"Conectcar   *conectcar";"conectar"
"Conectcar   *conectcar";"conectar"
"The Walt Disney Company";"disney"
"The Walt Disney Company";"disney"
"The Walt Disney Company";"disney"
"Estapar Shop Center No";"estacionamento"
"Drogaria Manoel Gaya";"farmacia"
"Drogaria Promofarma";"farmacia"
"Promofarma";"farmacia"
"Promofarma        01/02";"farmacia"
"Promofarma        02/02";"farmacia"
"Raia 47";"farmacia"
"Rogaria Promofarma";"farmacia"
"Romofarma";"farmacia"
"Pag*campeaofarma";"farmacia"
"Drogaria Promofarma";"farmacia"
"Drogaria Promofarma";"farmacia"
"Produtos Globo";"globo"
"Produtos Globo";"globo"
"Produtos Globo";"globo"
"Dl     *google Google";"google"
"Dl     *google Cloud_0";"google"
"Dl     *google Google";"google"
"Dl     *google Cloud_0";"google"
"Dl     *google Google";"google"
"Dl     *google Cloud_0";"google"
"Playland - Center Nort";"lazer"
"Centro Automotivo Agua";"carro"
"Mercadocar";"carro"
"Olibone Pneus     01/05";"carro"
"Olibone Pneus     02/05";"carro"
"Olibone Pneus     03/05";"carro"
"Sonda Jacana";"mercado"
"Soneda Perfumaria";"mercado"
"Supermercado Berga01/02";"mercado"
"Supermercado Berga02/02";"mercado"
"Supermercado Bergamini";"mercado"
"Trimais Ii";"mercado"
"Trimais Ii        01/02";"mercado"
"Trimais Ii        02/02";"mercado"
"Trimais Supermerca01/02";"mercado"
"Trimais Supermerca02/02";"mercado"
"Trimais Supermercados";"mercado"
"Sonda Jacana       (02/02)";"mercado"
"Trimais Ii         (02/02)";"mercado"
"Trimais Ii         (02/02)";"mercado"
"Trimais Ii         (02/02)";"mercado"
"Trimais Ii        02/02";"mercado"
"Trimais Ii        01/02";"mercado"
"Trimais Ii        01/02";"mercado"
"Trimais Ii";"mercado"
"Trimais Ii";"mercado"
"Sonda Jacana      01/02";"mercado"
"Trimais Ii        01/02";"mercado"
"Trimais Ii";"mercado"
"Trimais Ii        02/02";"mercado"
"Trimais Ii";"mercado"
"Trimais Ii";"mercado"
"Trimais Ii";"mercado"
"Mini Mercado Tucuruvi";"mercado"
"Trimais Ii        01/02";"mercado"
"Trimais Ii";"mercado"
"Supermercado Bergamini";"mercado"
"Trimais Ii";"mercado"
"Trimais Ii        02/02";"mercado"
"Trimais Ii";"mercado"
"Trimais Ii";"mercado"
"Trimais Ii";"mercado"
"Trimais Ii        01/02";"mercado"
"Trimais Ii";"mercado"
"Supermercado Bergamini";"mercado"
"Mini Mercado Tucuruvi";"mercado"
"Microsoft*microsoft 365";"microsoft"
"Microsoft*microsoft 365";"microsoft"
"Netflix.com";"netflix"
"Netflix.com";"netflix"
"Netflix.com";"netflix"
"Microsoft*microsoft 365";"ondrive"
"Arizona Paes";"padaria"
"Arizona Paes E Doces";"padaria"
"Rizona Paes E Doces";"padaria"
"Parcelamen Fatura 05/05";"parcela"
"Parcelamen Fatura 01/04";"parcela"
"Parcelamen Fatura  (04/04)";"parcela"
"Parc=112dieta E Sa12/12";"parcela"
"Parcelamen Fatura 03/04";"parcela"
"Parcelamen Fatura 02/04";"parcela"
"Parc=112dieta E Sa11/12";"parcela"
"Parcelamen Fatura 02/04";"parcela"
"Parc=103thermas Dos(03/03)";"passeio"
"Parc=103thermas Dos Lar";"passeio"
"Parc=103thermas Do02/03";"passeio"
"Pousada Recanto Da02/02";"passeio"
"Parc=103thermas Do01/03";"passeio"
"Pousada Recanto Da01/02";"passeio"
"Parc=103thermas Do01/03";"passeio"
"Pousada Recanto Da01/02";"passeio"
"Torra Torra        (03/03)";"roupa"
"Brooksfield-bfcn-f03/03";"roupa"
"Cea Scn 160       03/03";"roupa"
"Torra Torra       02/03";"roupa"
"Torra Torra";"roupa"
"Brooksfield-bfcn-fl.10";"roupa"
"Cea Scn 160";"roupa"
"Brooksfield-bfcn-f02/03";"roupa"
"Cea Scn 160       02/03";"roupa"
"Riachuelo 100     02/02";"roupa"
"Torra Torra       01/03";"roupa"
"Brooksfield-bfcn-fl.10";"roupa"
"Cea Scn 160";"roupa"
"Brooksfield-bfcn-f02/03";"roupa"
"Cea Scn 160       02/03";"roupa"
"Torra Torra       01/03";"roupa"
"Riachuelo 100     02/02";"roupa"
"Ebanx*spotify";"spotify"
"Ebanx*spotify";"spotify"
"Ebanx*spotify";"spotify"
"Uber *trip Help.uber.co";"uber"
"Uber   *uber   *trip";"uber"
"Uber   *uber   *trip";"uber"
"Uber   *uber   *trip";"uber"
"Zoom.us 888-799-9666";"zoom"
"Zoom.us 888-799-9666";"zoom"
"Zoom.us 888-799-9666";"zoom"
"Pag*supertrocadeol02/03";"carro"
"Pag*supertrocadeol03/03";"carro"
"Ame Digital       04/04";"americanas"
"Ame Digital       02/12";"americanas"
"Riachuelo 100     02/03";"riachuelo"
"Ame Digital       02/10";"americanas"
"Embalagens Raya   02/03";"compras"
"Microsoft_subscription";"microsoft"
"Caetano Alva-ct Point";"compras"
"Delucca Comercio De A";"compras"
"Estantevirt";"compras"
"Pag*alpenbar-ct";"compras"
"Antonio Carlos Barbos";"compras"
"Padaria E Confeitaria";"padaria"
"Marcos Tonou-ct";"compras"
"B La Milette-ct S";"compras"
"Spa39 Aguafria Sp";"compras"
"Ebanx       *spotify";"spotify"
"Fernanda Goncalves Si";"compras"
"Papelaria E Bazar Guap";"compras"
"Tucuruvi Ent-ct Niment";"compras"
"Pag*ea9fashion";"compras"
"Lojas Renner Fl 1301/03";"roupa"
"Bauducco          01/05";"compras"
"Pag*kipastel-ct";"compras"
"Crmodas     -ct";"compras"
"Ingresso.com";"lazer"
"Magazine Tor-ct Or01/03";"utensilios"
"Torra Torra -ct   01/03";"roupa"
"Cea Scn 160       01/03";"cea"
"Mp *jatfruit";"compras"
"Sergio Eizo -ct Mine";"compras"
"Pasteis Sonoda";"alimentacao"
"Pag*dirceyuriko";"compras"
"Pag*luiscarlos";"compras"
"Pag*mariajoseni";"compras"
"Pag*vanuchicomerciode";"compras"
"Pag*sueliapfemoro";"compras"
"Pag*carlagomesdasilva";"compras"
"Pag*juliocesardossant";"compras"
"Pag*glamberttinni";"compras"
"C C Manoel Gaya   01/03";"compras"
"Estantevirt       01/02";"compras"
"Pag*leaozinh-ct Sbaby";"compras"
"Reh&mah     -ct";"compras"
"Pag*galasso";"compras"
"Pag*kempssednystallon";"compras"
"Pag*larissar-ct La";"compras"
"Pag*edilezaa-ct Cida";"compras"
"Pag*rozalinarodrigues";"compras"
"Pag*miekonakamura";"compras"
"Marco Antonio Ribeiro";"compras"
"Vildete Velo-ct";"compras"
"Av Zachi Narchi";"compras"
"Pag*jhonatan-ct N";"compras"
"Scribd Inc";"compras"
"IOF - transa��o internacional";"Taxa_banco"
"Ame Digital       05/12";"americanas"
"Ame Digital       05/10";"americanas"
"Bauducco          04/05";"alimentacao"
"Feirante";"compras"
"Pag*frigotti";"frango"
"Embalagens Raya";"compras"
"Lojas Americanas 753";"americanas"
"Papelaria E Bazar Tuc";"compras"
"Pag*eugeniajosefadasi";"compras"
"Pag*safariev-ct S";"compras"
"Bd          -ct";"compras"
"Shopping Tucuruvi 2";"compras"
"Gemmisan Comercio De S";"compras"
"Deposito Doces Mal01/03";"compras"
"Servicos Automotivos R";"compras"
"Pag*alexpere-ct";"compras"
"Auto Socorro-ct Ia01/06";"carro"
"Olibone Pneus     01/06";"carro"
"Quitanda E Mercearia Pr";"compras"
"Raimundo Martins De Car";"compras"
"Filial Drive Dumont Vi";"compras"
"Antonio Izidio";"compras"
"Pag*comerciodefrutas";"compras"
"Kfs Comercio De Chocol";"compras"
"Med Supermercado Ltda";"compras"
"Sun Marina";"compras"
"Levi Da Silva Me";"compras"
"Dona Ju Refeicoes";"compras"
"La Floresta -ct";"compras"
"Imw 3 R Vila Medeiros";"igreja"
"Pag*evandrogomesde";"compras"
"Lojas Americanas 834";"americanas"
"Ame Digital       03/12";"americanas"
"Riachuelo 100     03/03";"compras"
"Ame Digital       03/10";"americanas"
"Embalagens Raya   03/03";"compras"
"Lojas Renner Fl 1302/03";"roupa"
"Bauducco          02/05";"compras"
"Lojas Renner Fl 133";"roupa"
"Magazine Tor-ct Or02/03";"utensilios"
"Torra Torra -ct   02/03";"roupa"
"Magazine Tor-ct Orra";"utensilios"
"C C Manoel Gaya   02/03";"compras"
"Estantevirt       02/02";"compras"
"C C Manoel Gaya";"compras"
"M A Koch Lava Rapido";"compras"
"F Erica Da Silva Pizz";"compras"
"Pag*susanamlneveskelm";"compras"
"Restaurante E Lanchone";"alimentacao"
"Livraria Da Vila Ltda";"compras"
"Acai Alemar Norte Ltd";"alimentacao"
"Ponto Santa Cruz Comer";"compras"
"V A Espeto E Comercio";"alimentacao"
"Playland - Center 01/02";"lazer"
"Emporio Raga 2";"compras"
"Laticinios Paulistano";"compras"
"Pag*bardomane";"compras"
"Dia Brasil 350";"compras"
"Caetano Alvares Point";"compras"
"Pag*hugoribeirosantos";"compras"
"Deposito Doces Malu";"compras"
"R C P Farmacia Ltda";"compras"
"Fazarte Confeccoes01/02";"compras"
"Nova Bruxellas";"compras"
"Rede Papa";"carro"
"Carpark";"compras"
"Empada Cafe E L Me";"alimentacao"
"Casa De Carnes Palmas";"compras"
"Loucademia De Cerveja";"compras"
"Pag*padariacharmosa";"padaria"
"Restaurante Nova Cigan";"compras"
"Vammac Esportes Ltda.";"compras"
"Ame Digital       04/12";"americanas"
"Ame Digital       04/10";"americanas"
"Lojas Renner Fl 1303/03";"roupa"
"Bauducco          03/05";"alimentacao"
"Magazine Tor-ct Or03/03";"utensilios"
"Torra Torra -ct   03/03";"roupa"
"C C Manoel Gaya   03/03";"compras"
"Playland - Center 02/02";"lazer"
"Fazarte Confeccoes02/02";"compras"
"Rodolfo Gaspar Pinto";"compras"
"Arbys""";"compras"
"Sodimac";"obra"
"Chita Verduras";"compras"
"Carrefour Xmt";"mercado"
"Spay*a P Tucuruvi";"compras"
"Drogasil 1934";"farmacia"
"Adriano Chinem";"compras"
"Feirante    -ct";"compras"
"Pag*rayzzama-ct La";"compras"
"Halak Modas Ltda";"compras"
"Ma Rongduan -ct Terias";"compras"
"Yingxue Ma Bijuterias";"compras"
"Ourinhos";"mercado"
"Sesc Interlagos";"lazer"
"Tokio Marine*auto01d12";"compras"
"M A Koch Lav-ct Pido";"compras"
"Panificadora Valparaiz";"padaria"
"Lojas Americanas 803/03";"americanas"
"Pag*leroymerlin   03/03";"leroy"
"King Star Colchoes03/10";"colch�o"
"T.mikami    -ct   02/04";"compras"
"Mini Extra 5041 Pca N";"mercado"
"Tokiomarine*auto05d12";"carro"
"Pag*allandiasdos";"compras"
"Ame Digital       09/12";"americanas"
"Ame Digital       09/10";"americanas"
"Auto Socorro-ct Ia05/06";"carro"
"Olibone Pneus     05/06";"carro"
"Torra Torra       03/03";"roupa"
"Americanas";"americanas"
"Americanas        02/02";"americanas"
"Parc=102americanas01/02";"americanas"
"Amazon.com.br Digital P";"amazon"
"Ame Digital        (11/12)";"americanas"
"KING STAR COLCHOES (05/10)";"colch�o"
"T.mikami    -ct    (03/04)";"compras"
"Ame Digital        (12/12)";"americanas"
"KING STAR COLCHOES (06/10)";"colch�o"
"KING STAR COLCHOES (07/10)";"colch�o"
"Auto Socorro-ct Iar(06/06)";"carro"
"Ame Digital        (10/12)";"americanas"
"Olibone Pneus      (06/06)";"carro"
"Ame Digital        (10/10)";"americanas"
"King Star Colchoes (04/10)";"colch�o"
"Parc=102americanas02/02";"americanas"
"Lojas Americanas 801/03";"americanas"
"Pag*leroymerlin   01/03";"leroy"
"Restaurante D Laura L""";"alimentacao"
"Gps E Jisv Supermerca";"mercado"
"Pag*raizesmateriais";"compras"
"Pag*allandia-ct";"compras"
"Lachonote Castelo Novo";"alimentacao"
"Burger King Fs Sp Rua";"alimentacao"
"Pag*leroymerlin";"leroy"
"Villa Nostra";"compras"
"Legado Parri-ct";"compras"
"Lider Agua Fria";"compras"
"King Star Colchoes01/10";"colch�o"
"Ame Digital       07/12";"americanas"
"Ame Digital       07/10";"americanas"
"Deposito Doces Mal03/03";"compras"
"Auto Socorro-ct Ia03/06";"carro"
"Olibone Pneus     03/06";"carro"
"Ame Digital       02/02";"americanas"
"Pag*mlcroupasintim02/03";"roupa"
"Mp*digitalsouza   02/02";"compras"
"Roland Garros Cosm02/02";"compras"
"Confeccoes Caedu  02/03";"compras"
"Hna*oboticario    02/02";"compras"
"Ppro   *microsoft";"microsoft"
"Mercearia Ch-ct S";"compras"
"Dl*google Google";"google"
"A Preferida Presentes";"compras"
"Yingxue Ma Bijuteria";"compras"
"Tokiomarine*auto03d12";"compras"
"3633 - Grsa Empada Bra";"compras"
"Bacio Di Latte";"compras"
"Vro - Realid-ct Virtua";"compras"
"Roasted Pota-ct  Suco";"compras"
"Axe Brasil";"compras"
"Kalunga Nova-ct Tareir";"kalunga"
"Rufplast    -ct";"compras"
"Novo Tucuruvi";"compras"
"Feirante Jesus";"compras"
"Pag*paulorevelesmarti";"compras"
"Pag*dirceyur-ct";"compras"
"Perfeita Pai-ct Docari";"compras"
"Lojas Americanas 802/03";"americanas"
"Pag*leroymerlin   02/03";"leroy"
"King Star Colchoes02/10";"colch�o"
"Pag*antonial-ct Eidef";"compras"
"Pag*ameliakatsuenakam";"compras"
"X 5 Ltda";"compras"
"Casa Das Formas";"compras"
"Lanchonete C-ct Lo No";"alimentacao"
"Piccoli E Silva Comer";"compras"
"T.mikami    -ct   01/04";"compras"
"Frigomundo Comercio De";"compras"
"Supermercado Precito";"mercado"
"Rs Avila";"mercado"
"Auto Servico-ct Lly L";"servi�o"
"Perfumaria Toque Suave";"compras"
"Pb Administradora De E";"compras"
"Mxt Alimentos Ltda";"compras"
"Pag*padariac-ct Osa";"padaria"
"Pag*jeronimotatuape";"compras"
"Monster Food-ct Ck";"alimentacao"
"Starbucks Br-ct  Comer";"alimentacao"
"Republique D-ct Fe";"compras"
"Coco Bambu Conceito Jk";"alimentacao"
"Tip Top Eldorado";"roupa"
"Estac Shop Eldorado";"estacionamento"
"Paes E Doces-ct Rmosa";"padaria"
"Drogaria Sao Paulo 194";"farmacia"
"Hsh*farmacom";"farmacia"
"Real Novo Mundo";"compras"
"Mp*shellbox";"compras"
"Panetteria Delicias Do";"compras"
"Pag*santalim-ct";"compras"
"Ame Digital       08/12";"americanas"
"Ame Digital       08/10";"americanas"
"Auto Socorro-ct Ia04/06";"carro"
"Olibone Pneus     04/06";"carro"
"Pag*mlcroupasintim03/03";"compras"
"Confeccoes Caedu  03/03";"compras"
"Americanas        01/02";"americanas"
"Ame Digital       06/12";"americanas"
"Ame Digital       06/10";"americanas"
"Bauducco          05/05";"alimentacao"
"Deposito Doces Mal02/03";"compras"
"Auto Socorro-ct Iar Ei";"carro"
"Olibone Pneus";"carro"
"Auto Socorro-ct Ia02/06";"carro"
"Olibone Pneus     02/06";"carro"
"Drogaria Sao Carlos";"farmacia"
"Habanero";"compras"
"Amazon.com.br Digital A";"amazon"
"Ame Digital       01/02";"americanas"
"Tokiomarine*auto02d12";"carro"
"Pag*andersonlisboade";"compras"
"Pag*rositadefreitasca";"compras"
"Pag*mlcroupasintim01/03";"compras"
"Mp*digitalsouza   01/02";"compras"
"Arbys      -ct""";"compras"
"Reinaldo De Souza Borg";"compras"
"Pag*drogariamoller";"farmacia"
"Roland Garros Cosm01/02";"compras"
"Dl     *google Cloud N";"google"
"Levi Da Silv-ct";"compras"
"Mp *cantina";"compras"
"Pag*ferdinandadealmei";"compras"
"99app*99app";"compras"
"Skala Parkin-ct Tacion";"compras"
"Confeccoes Caedu  01/03";"compras"
"Dayane Keller Rodrigues";"compras"
"Pag*josejoao-ct Ma";"compras"
"Pag*aldaafif-ct Ellaa";"compras"
"Mp*sampaingresso";"compras"
"Delight     -ct";"compras"
"Hna*oboticario    01/02";"compras"
"DIF";"compras"
"Pag*raizesmateriais";"compras"
"Pag*allandia-ct";"compras"
"Villa Nostra";"compras"
"Legado Parri-ct";"compras"
"Lider Agua Fria";"agua"
"Deposito Doces Mal03/03";"alimentacao"
"Mp*digitalsouza   02/02";"compras"
"Roland Garros Cosm02/02";"compras"
"Confeccoes Caedu  02/03";"roupa"
"Hna*oboticario    02/02";"perfume"
"Fernanda Goncalves Si";"compras"
"Mercearia Ch-ct S";"utensilios"
"A Preferida Presentes";"compras"
"Yingxue Ma Bijuteria";"compras"
"Tokiomarine*auto03d12";"carro"
"3633 - Grsa Empada Bra";"alimentacao"
"Bacio Di Latte";"alimentacao"
"Vro - Realid-ct Virtua";"compras"
"Roasted Pota-ct  Suco";"compras"
"Axe Brasil";"compras"
"Rufplast    -ct";"compras"
"Novo Tucuruvi";"compras"
"Feirante Jesus";"compras"
"Pag*paulorevelesmarti";"compras"
"Pag*dirceyur-ct";"compras"
"Perfeita Pai-ct Docari";"compras"
"Disney Plus";"disney"
"C C Manoel Gaya   03/03";"compras"
"Fazarte Confeccoes02/02";"compras"
"Academia Corpo E  02/03";"academia"
"Dia Brasil 350";"farmacia"
"Rodolfo Gaspar Pinto";"compras"
"Google Storage";"google"
"Arbys""";"compras"
"Chita Verduras";"compras"
"Filial Drive Dumont Vi";"compras"
"Spay*a P Tucuruvi";"compras"
"Bd          -ct";"compras"
"Adriano Chinem";"compras"
"Feirante    -ct";"compras"
"Pag*rayzzama-ct La";"compras"
"Halak Modas Ltda";"compras"
"Ma Rongduan -ct Terias";"compras"
"Yingxue Ma Bijuterias";"compras"
"Dl*googlegoogles";"google"
"Tokio Marine*auto01d12";"carro"
"M A Koch Lav-ct Pido";"compras"
"Scribd Inc";"livro"
"IOF - transa��o internacional";"Taxa_banco"
"Embalagens Raya   02/03";"compras"
"Caetano Alva-ct Point";"compras"
"Delucca Comercio De A";"compras"
"Estantevirt";"compras"
"Pag*alpenbar-ct";"compras"
"Antonio Carlos Barbos";"compras"
"Marcos Tonou-ct";"compras"
"B La Milette-ct S";"compras"
"Spa39 Aguafria Sp";"compras"
"Papelaria E Bazar Guap";"compras"
"Tucuruvi Ent-ct Niment";"compras"
"Pag*ea9fashion";"compras"
"Av Guapira";"compras"
"Bauducco          01/05";"alimentacao"
"Pag*kipastel-ct";"compras"
"Crmodas     -ct";"compras"
"Mp *jatfruit";"compras"
"Sergio Eizo -ct Mine";"compras"
"Pag*dirceyuriko";"compras"
